x_title,y_title,other,xlabel,ylabel,chart_title,legend_label,legend_title,mark_label,value_label,info_deplot,caption,input,chart,h,w,left,upper,right,lower,label,conf,pdf,page
,Number of Executions Includes counties with 10 or more executions from 1977 to Ap,35 - 36 - 10 - 44 - 10 - 17 - Includes counties with 10 or more executions from 1977 to Ap - 11,"Jefferson,TX - St.Louis City,MO - Louis County.MO - Brazos,TX - Tulsa, OK - Montgomery,TX - Nueces,TX - Potter, TX - Tarrant,TX - Oklahoma, OK - Bexar.TX - Jefferson,AL - Dallas,TX - Harris,TX",50 - 0 - 100,US counties with 10 or more executions sir,,,,12 - 12 - 12 - 31 - 14 - 17 - 118 - 10 - 11 - 10 - 44 - 10 - 35 - 36,"TITLE | US counties with 10 or more executions from 1977 to Appointment Year | Number of Executions Harris, TX | 118 Dallas, TX | 44 Oklahoma, OK | 36 Tarrant, TX | 35 Bexar, TX | 31 Montgomery, TX | 14 Tulsa, OK | 12 Jefferson, TX | 12 Brazos, TX | 12 St. Louis City, MO |",,"US counties with 10 or more executions sir  TITLE | US counties with 10 or more executions from 1977 to Appointment Year | Number of Executions Harris, TX | 118 Dallas, TX | 44 Oklahoma, OK | 36 Tarrant, TX | 35 Bexar, TX | 31 Montgomery, TX | 14 Tulsa, OK | 12 Jefferson, TX | 12 Brazos, TX | 12 St. Louis City, MO |  Jefferson,TX - St.Louis City,MO - Louis County.MO - Brazos,TX - Tulsa, OK - Montgomery,TX - Nueces,TX - Potter, TX - Tarrant,TX - Oklahoma, OK - Bexar.TX - Jefferson,AL - Dallas,TX - Harris,TX Number of Executions Includes counties with 10 or more executions from 1977 to Ap 50 - 0 - 100    12 - 12 - 12 - 31 - 14 - 17 - 118 - 10 - 11 - 10 - 44 - 10 - 35 - 36 35 - 36 - 10 - 44 - 10 - 17 - Includes counties with 10 or more executions from 1977 to Ap - 11",1598224_42_0,1080,1440,0.086668134,0.004426904,0.8207126,1.0,chart,0.5179389,1598224,42
,,,"One or More Executions Eight or More Executions - No Executions2,706 - One or More Executions Eight or More Executions",30 - 25 - 20 - 10 - 15 - 0 - 5,,,,,11.7 - 23.9 - 19.8,"TITLE | | No Executions (2,706 | 11.7 One or More Executions | 19.8 Eight or More Executions | 23.9",,"  TITLE | | No Executions (2,706 | 11.7 One or More Executions | 19.8 Eight or More Executions | 23.9  One or More Executions Eight or More Executions - No Executions2,706 - One or More Executions Eight or More Executions  30 - 25 - 20 - 10 - 15 - 0 - 5    11.7 - 23.9 - 19.8 ",1598224_43_0,1080,1440,0.0,0.15674143,1.0,0.8276723,chart,0.8169392,1598224,43
,Number of Executions,Note: 164 of the 254 counties in Texas have had no executions.,Tarrant - Smith - Potter - Bexar - Brazos - Lubbock - Dallas - Nueces - Travis - Montgomery - Jefferson - Harris - McLennan - Cameron - Galveston - Taylor - Navarro,0 - 50 - 100,Texas counties with5 or more executions 1977 to20,Collin - Taylor - Galveston,,,,TITLE | Texas counties with 5 or more executions 1977 to 2010 Texas counties | Number of Executions Harris | 117 Dallas | 44 Tarrant | 34 Bexar | 31 Jefferson | 12 Potter | 11 Smith | 8 Lubbock | 7 Cameron | 5 Taylor | 5 Galveston | 5 Collins | 5,,Texas counties with5 or more executions 1977 to20  TITLE | Texas counties with 5 or more executions 1977 to 2010 Texas counties | Number of Executions Harris | 117 Dallas | 44 Tarrant | 34 Bexar | 31 Jefferson | 12 Potter | 11 Smith | 8 Lubbock | 7 Cameron | 5 Taylor | 5 Galveston | 5 Collins | 5  Tarrant - Smith - Potter - Bexar - Brazos - Lubbock - Dallas - Nueces - Travis - Montgomery - Jefferson - Harris - McLennan - Cameron - Galveston - Taylor - Navarro Number of Executions 0 - 50 - 100 Collin - Taylor - Galveston    Note: 164 of the 254 counties in Texas have had no executions.,1598224_45_0,1080,1440,0.036470514,0.024467334,0.86713034,0.99226683,chart,0.6666977,1598224,45
Number of Executions -log scale,00,"Frequency of Executions by County, Texas - Among 254 counties in Texas,90 have had one or more executions",100 - 50 - 0 - 25 - 5 - 10,00,"Frequency of Executions by County, Texas",,,,,"TITLE | Frequency of Executions by County, Texas | Frequency of Executions by County, Texas % 0 | 97.3 5 | 48.8 10 | 11.6 25 | 9.1 50 | 6.9 100 | 2.3",,"Frequency of Executions by County, Texas  TITLE | Frequency of Executions by County, Texas | Frequency of Executions by County, Texas % 0 | 97.3 5 | 48.8 10 | 11.6 25 | 9.1 50 | 6.9 100 | 2.3 Number of Executions -log scale 100 - 50 - 0 - 25 - 5 - 10 00 00     Frequency of Executions by County, Texas - Among 254 counties in Texas,90 have had one or more executions",1598224_46_0,1080,1440,0.08043679,0.031072758,0.9885924,0.86912274,chart,0.68251157,1598224,46
,Number of Executions,,Duplin - Wake - Halifax - Yadkin - Martin - Catawba - Pitt - Forsyth - McDowell - Davidson - Rutherford - Union - Cleveland - redel - Greene - Edgecombe - Haywood - Cabarrus - Mecklenburg - Robeson - Surry - Rockingham - Northampton - Buncombe - Cumberland - Alamance - Alamance Buncombe Cabarrus,,,,,,,TITLE | Note: 74 of the 100 counties in North Carolina have had no executions. Number of Executions | Number of Executions % 94th Alamonne | 0.596 800m Buncombe Catawba Cleveland Cleveland Cleveland Daylidson | 0.596 93rd Cleveland Daylidson | 0.596 94th Cleveland Cleveland ,,  TITLE | Note: 74 of the 100 counties in North Carolina have had no executions. Number of Executions | Number of Executions % 94th Alamonne | 0.596 800m Buncombe Catawba Cleveland Cleveland Cleveland Daylidson | 0.596 93rd Cleveland Daylidson | 0.596 94th Cleveland Cleveland   Duplin - Wake - Halifax - Yadkin - Martin - Catawba - Pitt - Forsyth - McDowell - Davidson - Rutherford - Union - Cleveland - redel - Greene - Edgecombe - Haywood - Cabarrus - Mecklenburg - Robeson - Surry - Rockingham - Northampton - Buncombe - Cumberland - Alamance - Alamance Buncombe Cabarrus Number of Executions      ,1598224_47_0,1080,1440,0.03224234,0.08915314,1.0,0.9399592,chart,0.7373966,1598224,47
Number of Executions-log scale,,,3 - 5 - 0 - 4 - 2 - 1,,"Frequency of Executions by County, North Carolina",,,,,"TITLE | Frequency of Executions by County, North Carolina Year | Executions by County 2000 | 100 2005 | 6.25 2008 | 6.95 2010 | 6.45 2012 | 6.45 2013 | 6.15 2014 | 2.55 2015 | 5.15",,"Frequency of Executions by County, North Carolina  TITLE | Frequency of Executions by County, North Carolina Year | Executions by County 2000 | 100 2005 | 6.25 2008 | 6.95 2010 | 6.45 2012 | 6.45 2013 | 6.15 2014 | 2.55 2015 | 5.15 Number of Executions-log scale 3 - 5 - 0 - 4 - 2 - 1       ",1598224_48_0,1080,1440,0.07004746,0.032882094,0.9820705,0.83831334,chart,0.7002031,1598224,48
Number of Executions Based on 1.239executions from 1976 to June 2011.,Number of Executions,KS - DDAK - HI - NA - IE - AN - DDAK - NV - NO - TN - NJH - AR - NJH - VT - SC - NM - .CT - NJH - M - PAR - PAR - CA - TY - GA - UT - .CT - Based on 1.239executions from 1976 to June 2011. - WA - 50. - KT - CA - OH - NE - MD - CA,400 - 500 - MO - OK - 300 - GA - 0 - 200 - AZ - 100 - NC - LA - CA - OK VA TX - CA - VA - OH - UT - CA - AR - NV - GA AI MO - AI - TN,100 - 200 - 300 - 0 - MD,Executions by State,,,,,TITLE | Executions by State Year | Executions by State 2000 | 464.57 2005 | 98.80 2008 | 82.93 2010 | 54.16 2011 | 4.40 2012 | 11.33 2013 | 11.48 2014 | 11.58 2015 | 11.53 2016 | ,,Executions by State  TITLE | Executions by State Year | Executions by State 2000 | 464.57 2005 | 98.80 2008 | 82.93 2010 | 54.16 2011 | 4.40 2012 | 11.33 2013 | 11.48 2014 | 11.58 2015 | 11.53 2016 |  Number of Executions Based on 1.239executions from 1976 to June 2011. 400 - 500 - MO - OK - 300 - GA - 0 - 200 - AZ - 100 - NC - LA - CA - OK VA TX - CA - VA - OH - UT - CA - AR - NV - GA AI MO - AI - TN Number of Executions 100 - 200 - 300 - 0 - MD     KS - DDAK - HI - NA - IE - AN - DDAK - NV - NO - TN - NJH - AR - NJH - VT - SC - NM - .CT - NJH - M - PAR - PAR - CA - TY - GA - UT - .CT - Based on 1.239executions from 1976 to June 2011. - WA - 50. - KT - CA - OH - NE - MD - CA,1598224_49_0,1080,1440,0.18328154,0.0021222234,0.8473703,0.986999,chart,0.62176985,1598224,49
Based on 1.239executions from 1976 to June 2011.,Number of Executions per Million Population.,7.4 - 1.6 - 19.5 - 0.8 - 7.0 - 0.0 - 0.0 - Executions RatesbyFederalJudicialCircut - 0.0 - 4.4,91011 12 - 8 - 3 - 45 - 91011 12 - 6 - 45 - 7 - 2 - 91011 12 - 1 - 91011 12,,Executions RatesbyFederalJudicialCircut,,,,5.9 - 1.3 - 1.7 - 0.0 - 4.4 - 7.0 - 0.0 - 0.8 - 1.6 - 0.0 - 7.4,TITLE | Number of Executions per Million Population Executions Rates by Federal Judicial Circuit Year | Number of Executions per Million Population 1976 to June 2011. 1 | 0.00 2 | 0.00 3 | 0.80 4 | 7.40 5 | 19.50 6 | 1.70 7 | 1.30 8 | 4.40 9,,Executions RatesbyFederalJudicialCircut  TITLE | Number of Executions per Million Population Executions Rates by Federal Judicial Circuit Year | Number of Executions per Million Population 1976 to June 2011. 1 | 0.00 2 | 0.00 3 | 0.80 4 | 7.40 5 | 19.50 6 | 1.70 7 | 1.30 8 | 4.40 9 Based on 1.239executions from 1976 to June 2011. 91011 12 - 8 - 3 - 45 - 91011 12 - 6 - 45 - 7 - 2 - 91011 12 - 1 - 91011 12 Number of Executions per Million Population.     5.9 - 1.3 - 1.7 - 0.0 - 4.4 - 7.0 - 0.0 - 0.8 - 1.6 - 0.0 - 7.4 7.4 - 1.6 - 19.5 - 0.8 - 7.0 - 0.0 - 0.0 - Executions RatesbyFederalJudicialCircut - 0.0 - 4.4,1598224_54_0,1080,1440,0.14936528,0.046249956,0.8991322,0.9550084,chart,0.53011996,1598224,54
Includes only countries with six or more executions.,Number of Executions Includes only countries with six or more executions.,Egypt - Sudan - Somalia - Bangladesh - Equitorial Guinea - Belarus,China - Saudi Arabia - USA - Iraq - Libya - Viet Nam - Pakistan - Yemen - North Korea - Iran - Syria - Japan - Sudan,"0 - 1,000 - 4,000 - 2,000 - 3,000","Executions by Country,2007-2010",,,,,"TITLE | Executions by Country, 2007-2010 Country | Executions by Country Afghanistan | 254 Albania | 2753 Bangladesh | 30 Belarus Equatorial Guinea | 10 Belarus Equatorial Guinea | 12",,"Executions by Country,2007-2010  TITLE | Executions by Country, 2007-2010 Country | Executions by Country Afghanistan | 254 Albania | 2753 Bangladesh | 30 Belarus Equatorial Guinea | 10 Belarus Equatorial Guinea | 12 Includes only countries with six or more executions. China - Saudi Arabia - USA - Iraq - Libya - Viet Nam - Pakistan - Yemen - North Korea - Iran - Syria - Japan - Sudan Number of Executions Includes only countries with six or more executions. 0 - 1,000 - 4,000 - 2,000 - 3,000     Egypt - Sudan - Somalia - Bangladesh - Equitorial Guinea - Belarus",1598224_58_0,1080,1440,0.14449343,0.0243304,0.9018229,0.9907153,chart,0.57307416,1598224,58
,Number of Executions Includes only countries with50 or more executions,54 - 77,China - Saudi Arabia - Iran - Pakistan - Yemen - Viet Nam - Iraq - North Korea - USA,"0 - 4,000 - 1,000 - 3,000 - 2,000","Executions by Country,2007-2010",,,,177 - 1303 - 4198 - 341 - 188 - 171 - 111 - 77 - 54,"TITLE | Executions by Country, 2007-2010 Country | Executions by Country China | 4198 Iran | 1303 Saudi Arabia | 341 Iraq | 188 USA | 177 Pakistan | 171 Yemen | 111 North Korea | 77 Viet Nam | 54",,"Executions by Country,2007-2010  TITLE | Executions by Country, 2007-2010 Country | Executions by Country China | 4198 Iran | 1303 Saudi Arabia | 341 Iraq | 188 USA | 177 Pakistan | 171 Yemen | 111 North Korea | 77 Viet Nam | 54  China - Saudi Arabia - Iran - Pakistan - Yemen - Viet Nam - Iraq - North Korea - USA Number of Executions Includes only countries with50 or more executions 0 - 4,000 - 1,000 - 3,000 - 2,000    177 - 1303 - 4198 - 341 - 188 - 171 - 111 - 77 - 54 54 - 77",1598224_59_0,1080,1440,0.18096015,0.040494233,0.9028587,0.9801317,chart,0.78550035,1598224,59
Number of Executions -log scale,200,"Among 196 countries in the world,164 have had no executions,7 have - Number of Executions -log scale",1000 - 4000 - 0 - 100 - 10,200,A Power Law of Death Across the World.2007 to 2010,,,,,"Entity | Values Number of Executions - log scale | 1000 Among 196 countries in the world, 164 have had no executions. 7 have been 1000 4000 | 1929 A Power Law of Death Across the World, 2007 to 2010 | 2010",,"A Power Law of Death Across the World.2007 to 2010  Entity | Values Number of Executions - log scale | 1000 Among 196 countries in the world, 164 have had no executions. 7 have been 1000 4000 | 1929 A Power Law of Death Across the World, 2007 to 2010 | 2010 Number of Executions -log scale 1000 - 4000 - 0 - 100 - 10 200 200     Among 196 countries in the world,164 have had no executions,7 have - Number of Executions -log scale",1598224_61_0,1080,1440,0.07506396,0.031529076,0.9806015,0.862803,chart,0.73738766,1598224,61
No.ofPrevious Executions,,,50 - 150 - 100 - 0,20,"Executions vs.Previous Executions by Region N,S,TX)",South - North - Texas - ExecsPrev.ExecsR-sq=0.71 - ExecsPrev.ExecsR-sq=0.71 - ExecsPrev.ExecsR-sq=0.71,,,,TITLE | No. of Previous Executions | North | South | Texas 0 | 8 | 9 | 1 1 | 10 | 10 | 3 2 | 12 | 12 | 8 3 | 14 | 14 | 12 4 | 16 | 16 | 11 5 | 12 | 12 | 10 6 | 12 | 12 | 8 7 |,,"Executions vs.Previous Executions by Region N,S,TX)  TITLE | No. of Previous Executions | North | South | Texas 0 | 8 | 9 | 1 1 | 10 | 10 | 3 2 | 12 | 12 | 8 3 | 14 | 14 | 12 4 | 16 | 16 | 11 5 | 12 | 12 | 10 6 | 12 | 12 | 8 7 | No.ofPrevious Executions 50 - 150 - 100 - 0  20 South - North - Texas - ExecsPrev.ExecsR-sq=0.71 - ExecsPrev.ExecsR-sq=0.71 - ExecsPrev.ExecsR-sq=0.71    ",1598224_67_0,1080,1440,0.15816475,0.0,0.90553033,0.9532356,chart,0.65298194,1598224,67
Number of Murders,Number of Counties,,2000 - 500 - 2500 - 0 - 1500 - 1000,8 - 2,,,,,,TITLE | Cumuative Number of murders in North Carolina Number of Murders | Number of Counties Number of Counties Number of Murders | 100 Number of Counties Number of Murders | 40,,  TITLE | Cumuative Number of murders in North Carolina Number of Murders | Number of Counties Number of Counties Number of Murders | 100 Number of Counties Number of Murders | 40 Number of Murders 2000 - 500 - 2500 - 0 - 1500 - 1000 Number of Counties 8 - 2     ,1598224_70_0,1080,1440,0.0,0.051837876,1.0,1.0,chart,0.5127336,1598224,70
Number of Murders-log scale,,,1000 - 2500 - 100 - 10 - 0,10,Frequency of Murders by County.North Carolina,,,,,"TITLE | Frequency of Murders by County, North Carolina Number of Counties - log scale 5 | Frequency of Murders by County, North Carolina 10 | Frequency of Murders by County, North Carolina 11 | 19.39 12 | 19.68 13 | 19.71 14 | 19.44 15 | 19.11 16 | 19.06 17 | 19.36 18 | 19.53 19 | ",,"Frequency of Murders by County.North Carolina  TITLE | Frequency of Murders by County, North Carolina Number of Counties - log scale 5 | Frequency of Murders by County, North Carolina 10 | Frequency of Murders by County, North Carolina 11 | 19.39 12 | 19.68 13 | 19.71 14 | 19.44 15 | 19.11 16 | 19.06 17 | 19.36 18 | 19.53 19 |  Number of Murders-log scale 1000 - 2500 - 100 - 10 - 0  10     ",1598224_73_0,1080,1440,0.0033713859,0.22087516,0.4911778,0.73685545,chart,0.8802199,1598224,73
,Number of Executions Source:Espy file,,,50 - 0 - 100,"Top Executing Counties, 1600 to 1799",,,,,"TITLE | Top Exce StringBuilders, 1600 to 1799 Country | Top Exce StringBuilder Malaysia | 119 SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP",,"Top Executing Counties, 1600 to 1799  TITLE | Top Exce StringBuilders, 1600 to 1799 Country | Top Exce StringBuilder Malaysia | 119 SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP SGP   Number of Executions Source:Espy file 50 - 0 - 100     ",1598224_78_0,1080,1440,0.2191664,0.022224382,0.87129515,0.9996125,chart,0.66854155,1598224,78
,Number ofExecutions Source:Espy file,,,20 - 40 - 100 - 80 - 60 - 0,"Top Executing Counties, 1800 to 1899",,,,,TITLE | Top Exce StringBuilder Country | Number of Executions BAR | 9350 AL | 6960 ALTA | 6960 ALM | 3860 ALM | 3860 ALM | 3520 ALM | 3450 ALM | 2640 ALM | 3280 ALM | 3280 ALM | 2640 ALM | 2640 ALM | 2640,,"Top Executing Counties, 1800 to 1899  TITLE | Top Exce StringBuilder Country | Number of Executions BAR | 9350 AL | 6960 ALTA | 6960 ALM | 3860 ALM | 3860 ALM | 3520 ALM | 3450 ALM | 2640 ALM | 3280 ALM | 3280 ALM | 2640 ALM | 2640 ALM | 2640   Number ofExecutions Source:Espy file 20 - 40 - 100 - 80 - 60 - 0     ",1598224_79_0,1080,1440,0.2773685,0.017542489,0.9702622,0.98373365,chart,0.7593809,1598224,79
,Number of Executions Source:Espy file,,NY - NY,100 - 150 - 50 - 0 - 200,"Top Executing Counties,1900 to 1972",,,,,TITLE | | Number of Executions NY | 185 NY | 132 CA | 107 PA | 103 DC | 75 TX | 66 NY | 59 OH | 52 LA | 47 FL | 46 NY | 44 CA | 52 NY | 49 LA | 47 FL | 47 TN | 42 ,,"Top Executing Counties,1900 to 1972  TITLE | | Number of Executions NY | 185 NY | 132 CA | 107 PA | 103 DC | 75 TX | 66 NY | 59 OH | 52 LA | 47 FL | 46 NY | 44 CA | 52 NY | 49 LA | 47 FL | 47 TN | 42   NY - NY Number of Executions Source:Espy file 100 - 150 - 50 - 0 - 200     ",1598224_80_0,1080,1440,0.27267355,0.03625883,0.96414113,0.9811189,chart,0.76013863,1598224,80
,Clerks'Surplus/Deficit According to Caseload,"Clerks'Weighted Caseload Formula - 1.91 - FY2o20:Of the ten clerk positions needed in the Second Circuit, 3.21 is Lincoln County's deficit. - 2.82 - 7th Circuit - 6th Circuit - 1.56 - 5th Circuit - Clerk Staffing Levels/Clerk Need by Circuit FY20 - 4th Circuit - Unified Judicial System,State of South Dakota,Rev 8/1/20 - 1.00 - 3rd Circuit - Clerk Staffing - -9.84 - 1st Circuit - 2nd Circuit",2nd Circuit - 3rd Circuit - 1st Circuit - 4th Circuit,4.00 - -2.00 - -8.00 - -10.00 - 6.00 - -6.00 - 0.00 - -4.00 - 2.00 - 8.00 - -12.00,"Clerk Staffing Levels/Clerk Need by Circuit FY20 Clerks'Weighted Caseload Formula Unified Judicial System,State of South Dakota,Rev 8/1/20",Clerk Staffing - Clerks'Weighted Caseload Formula,,,5.27 - 22 - -9.84 - 1.56 - 1.00 - -0.04 - 2.82 - 1.91,"TITLE | Clerk Staffing Levels/Clerk Need by Circuit FY20 Clerk Staffing, Clerk Need by Council Clerk Staffing | 1st Circuit | 2nd Circuit | 9.84 | 3rd Circuit | 191 | 191 | 191 | 191 1st Circuit | 2.82 | 2.84 | 9.84 | 3.00 | 1.91 | 1.91 | 1.00 | 1",,"Clerk Staffing Levels/Clerk Need by Circuit FY20 Clerks'Weighted Caseload Formula Unified Judicial System,State of South Dakota,Rev 8/1/20  TITLE | Clerk Staffing Levels/Clerk Need by Circuit FY20 Clerk Staffing, Clerk Need by Council Clerk Staffing | 1st Circuit | 2nd Circuit | 9.84 | 3rd Circuit | 191 | 191 | 191 | 191 1st Circuit | 2.82 | 2.84 | 9.84 | 3.00 | 1.91 | 1.91 | 1.00 | 1  2nd Circuit - 3rd Circuit - 1st Circuit - 4th Circuit Clerks'Surplus/Deficit According to Caseload 4.00 - -2.00 - -8.00 - -10.00 - 6.00 - -6.00 - 0.00 - -4.00 - 2.00 - 8.00 - -12.00 Clerk Staffing - Clerks'Weighted Caseload Formula   5.27 - 22 - -9.84 - 1.56 - 1.00 - -0.04 - 2.82 - 1.91 Clerks'Weighted Caseload Formula - 1.91 - FY2o20:Of the ten clerk positions needed in the Second Circuit, 3.21 is Lincoln County's deficit. - 2.82 - 7th Circuit - 6th Circuit - 1.56 - 5th Circuit - Clerk Staffing Levels/Clerk Need by Circuit FY20 - 4th Circuit - Unified Judicial System,State of South Dakota,Rev 8/1/20 - 1.00 - 3rd Circuit - Clerk Staffing - -9.84 - 1st Circuit - 2nd Circuit",1620834_10_0,1536,1187,0.18614681,0.51185644,0.81724334,0.89362586,chart,0.9217973,1620834,10
,Total Cases FiledAll Types,"10,79111,257.11,722 - 10,79111,257.11,722 - 10,79111,257.11,722 - 12,18812,65313,118 - 8.19% average annual increase, FY13 to FY20 - Projected Case Filings---> - 12,18812,65313,118 - FYZ9 - toDec 31:7.46% growth,even in a""COvID""year.) - 12,18812,65313,118 - --Actual Case Filings - Note:First six months of FY21,actual filings,July 1 - Caseload Trend and Projection,Lincoln County",24,"10,000 - 14,000 - 4,000 - 12,000 - 6,000 - 8,000 - 16,000 - 2,000","Caseload Trend and Projection,Lincoln County Data Source:UJS Case Mgt System for Caseload Actuals from FY13 to FY20 linear projection thereafterrev.1/26/20",--Actual Case Filings,,"8.19% average annual increase, FY13 to FY20","24 - 10,79111,257.11,722","TITLE | Caseload Trend and Projection, Lincoln County Year | Cases | Caseload | Projection, Lincoln County 2001 | 550 | 550 | 550 | 550 2002 | 692 | 692 | 692 | 550 2003 | 819% average annual increase, FY11 to FY20 | 8.19% average annual increase, FY11 to FY20 | 8.19% 2004 |",,"Caseload Trend and Projection,Lincoln County Data Source:UJS Case Mgt System for Caseload Actuals from FY13 to FY20 linear projection thereafterrev.1/26/20  TITLE | Caseload Trend and Projection, Lincoln County Year | Cases | Caseload | Projection, Lincoln County 2001 | 550 | 550 | 550 | 550 2002 | 692 | 692 | 692 | 550 2003 | 819% average annual increase, FY11 to FY20 | 8.19% average annual increase, FY11 to FY20 | 8.19% 2004 |  24 Total Cases FiledAll Types 10,000 - 14,000 - 4,000 - 12,000 - 6,000 - 8,000 - 16,000 - 2,000 --Actual Case Filings  8.19% average annual increase, FY13 to FY20 24 - 10,79111,257.11,722 10,79111,257.11,722 - 10,79111,257.11,722 - 10,79111,257.11,722 - 12,18812,65313,118 - 8.19% average annual increase, FY13 to FY20 - Projected Case Filings---> - 12,18812,65313,118 - FYZ9 - toDec 31:7.46% growth,even in a""COvID""year.) - 12,18812,65313,118 - --Actual Case Filings - Note:First six months of FY21,actual filings,July 1 - Caseload Trend and Projection,Lincoln County",1620834_11_0,1536,1187,0.18153879,0.50959855,0.8143206,0.88863635,chart,0.8025473,1620834,11
,,Population 2010 to2019,"Dallas Countylowa - Osceola County Florida - Fort Send County, Texas - Walton County, Florida - Hays CountyTexas - Williams County, North Dakota - Comal County Texas - St.Johns County.Florida - Kendall County.Texss - Wasatch County, Utah - Forsyth CountyCeorgia - Williamson County, Texas - Sumter County, Florida - Long County.Ceorgia - Lincoin County, South Dakota",8,Fastest Growing Counties in the United States by Change in,,,,36.4% - 38.8% - 39.2% - 84.6% - 67.8% - 46.5% - 43.9% - 36.4% - 42.1% - 39.8% - 39.3% - 39.8% - 44.9% - 41.7% - 41.3%,"TITLE | Fastest Growing Counties in the United States by Change inPopulation 2010 to 2019 Data Source: Statista.com, based on U.S. Census Estimates, retrieved 2/5/21 Wales County, Florida | Fastest Growing Counties in the United States by Change inPopulation 2010 to 2019 Long County, Georgia | 36.4% Water County, Florida | 14.4%",,"Fastest Growing Counties in the United States by Change in  TITLE | Fastest Growing Counties in the United States by Change inPopulation 2010 to 2019 Data Source: Statista.com, based on U.S. Census Estimates, retrieved 2/5/21 Wales County, Florida | Fastest Growing Counties in the United States by Change inPopulation 2010 to 2019 Long County, Georgia | 36.4% Water County, Florida | 14.4%  Dallas Countylowa - Osceola County Florida - Fort Send County, Texas - Walton County, Florida - Hays CountyTexas - Williams County, North Dakota - Comal County Texas - St.Johns County.Florida - Kendall County.Texss - Wasatch County, Utah - Forsyth CountyCeorgia - Williamson County, Texas - Sumter County, Florida - Long County.Ceorgia - Lincoin County, South Dakota  8    36.4% - 38.8% - 39.2% - 84.6% - 67.8% - 46.5% - 43.9% - 36.4% - 42.1% - 39.8% - 39.3% - 39.8% - 44.9% - 41.7% - 41.3% Population 2010 to2019",1620834_3_0,1536,1187,0.20032439,0.5375124,0.8098578,0.9069346,chart,0.9125725,1620834,3
,,"Data Source:Harrisburg School District,2020",6,5000 - 4000 - 1000 - 6000 - 3000 - 2000,"District Enrollment Casedconmnerclaractviy. Data Source:Harrisburg School District,2020",,,,3557 - 3251 - 4542 - 3855 - 1234 - 1470 - 2377 - 2684 - 2986 - 2165 - 784826 - 89710061043 - 1716 - 784826 - 4782 - 4150 - 1880 - 89710061043,"TITLE | District Enrollment | Increased commercial activity... Data Source: Harrisburg School District, 2020 Year | Increased commercial activity... District Enrollment 9 | 784 10 | 826 11 | 897 12 | 1006 13 | 1043 14 | 1234 15 | 1470 16 |",,"District Enrollment Casedconmnerclaractviy. Data Source:Harrisburg School District,2020  TITLE | District Enrollment | Increased commercial activity... Data Source: Harrisburg School District, 2020 Year | Increased commercial activity... District Enrollment 9 | 784 10 | 826 11 | 897 12 | 1006 13 | 1043 14 | 1234 15 | 1470 16 |  6  5000 - 4000 - 1000 - 6000 - 3000 - 2000    3557 - 3251 - 4542 - 3855 - 1234 - 1470 - 2377 - 2684 - 2986 - 2165 - 784826 - 89710061043 - 1716 - 784826 - 4782 - 4150 - 1880 - 89710061043 Data Source:Harrisburg School District,2020",1620834_4_0,1536,1187,0.18688627,0.17972559,0.82240236,0.48422804,chart,0.7904318,1620834,4
,,"City-Data.com - County total employment by year in Lincoln, SD - Lincoln County,2000-2019 - Long Term Employment, - More employment/commercial activity > civil litigation,small claims - 10",00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 0 - 10 - 00U000000000000400030000 - 10,30k - 10k - 20k,"Long Term Employment, Lincoln County,2000-2019 More employment/commercial activity > civil litigation,small claims","Lincoln County,2000-2019",,City-Data.com,10,"TITLE | Long Term Employment, Lincoln County, 2000-2019 (More employment/commercial activity > civil litigation, small claims) | County total employment by year in Lincoln, SD 2000 | 2.90 2001 | 4.80 2002 | 6.20 2003 | 7.10 2004 | 7.50 2005 | 8.80 2006 | 11.20 2",,"Long Term Employment, Lincoln County,2000-2019 More employment/commercial activity > civil litigation,small claims  TITLE | Long Term Employment, Lincoln County, 2000-2019 (More employment/commercial activity > civil litigation, small claims) | County total employment by year in Lincoln, SD 2000 | 2.90 2001 | 4.80 2002 | 6.20 2003 | 7.10 2004 | 7.50 2005 | 8.80 2006 | 11.20 2  00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 00U000000000000400030000 - 0 - 10 - 00U000000000000400030000 - 10  30k - 10k - 20k Lincoln County,2000-2019  City-Data.com 10 City-Data.com - County total employment by year in Lincoln, SD - Lincoln County,2000-2019 - Long Term Employment, - More employment/commercial activity > civil litigation,small claims - 10",1620834_4_1,1536,1187,0.19184107,0.5086768,0.8251066,0.935663,chart,0.77438724,1620834,4
