table,h,w,left,upper,right,lower,label,conf,image,height,paddle_ocr,pdf,page
2062555_100_0,1536,1188,0.093251236,0.0098265799999999,0.9404642,0.5409104,table,0.96249527,../data/bo767_bs16/2062555_100.jpg,0.44256985,"TOWN OF Pawling Employee and Retiree Benefits For the Fiscal Year Ending 2011 Total Full Time Employees: 32 Total Part Time Employees: 118 Account Description Total #of Full #of Part #of Retirees Code Expenditures Time Time AllFunds) Employees Employees 90108 State Retirement System $167,430.00 32 6 90158 Police and Fire Retirement 90258 Local Pension Fund 90308 Social Security $128,236.00 32 118 90408 Worker's Compensation $17,500.00 32 118 Insurance 90458 Life Insurance 90508 Unemployment Insurance $1,582.00 90558 Disability Insurance 90608 Hospital and Medical $612,713.00 27 18 (Dental) Insurance 90708 Union Welfare Benefits 90858Supplemental Benefit Payment to Disabled Fire Fighters 91890 Other Employee Benefits Total $927,461.00 -inancia",2062555,100
2062555_101_0,1536,1188,0.085215054,0.052608932,0.7651683,0.25230932,table,0.9607907,../data/bo767_bs16/2062555_101.jpg,0.16641699,"For the FiscalYear Ending 2011 Energy Type Total Total Volume Units Of Alternative Expenditures Measure Units Of Measure Gasoline $17,210 5,592 gallons Diesel Fuel $53,185 16,319 gallons Fuel Oil $50,606 16,854 gallons Natural Gas cubic feet Electricity $45,560 327,853 kilowatts Coal tons",2062555,101
2062555_108_1,1536,1188,0.1966347,0.54998088,0.8749096,0.7208682,table,0.9211236,../data/bo767_bs16/2062555_108.jpg,0.1424060999999999,"SPECIAL CAPITAL TRUST& GENERAL REVENUE PROJECTS AGENCY FUND FUND FUND FUND TOTAL Non-Interest Bearing Accounts $ $44,319 S 0 $ 62,369 $ 105,748 Petty Cash 225 Interest Bearing Accounts 840164 569,859 87,322 996,313 2,495,003 TOTAL $840,389 $614,178 $87,322 $1058,862 $2,600,751",2062555,108
2062555_109_2,1536,1188,0.25593016,0.62391558,0.46241406,0.6964359,table,0.59613,../data/bo767_bs16/2062555_109.jpg,0.0604335999999999,"ERS 2011 $167,429 2010 $153,074 2009 $98,290",2062555,109
2062555_10_0,1536,1188,0.08655305,0.1201541959999999,0.90886384,0.36371636,table,0.95695645,../data/bo767_bs16/2062555_10.jpg,0.20296847,"(A) GENERAL Budget Summary Code Description 2011 EdpCode 2012 Estimated Revenues Est Rev-Real Property Taxes 2,365,072 A1049N 2,432,838 Est Rev -Non Property Tax Items 231,150 A1199N 240,500 Est Rev-Departmental Income 536,150 A1299N 555,250 Est Rev-Use of Money And Property 78,950 A2499N 83,900 Est Rev-State Aid 167,250 A3099N 176,500 TOTAL Estimated Revenues 3,378,572 3,488,988 Estimated-Interfund Transfer 0 A5031N Appropriated Fund Balance 100,000 A599N 25,000 TOTAL Estimated Other Sources 100,000 25,000 TOTAL Estimated Revenues And Other Sources 3,478,572 3,513,988",2062555,10
2062555_112_0,1536,1188,0.16765247,0.3490111,0.72375286,0.50556874,table,0.93167555,../data/bo767_bs16/2062555_112.jpg,0.1304646999999999,"tollowing is a summary of amounts due from and due to other funds 1: Due From Due To Other Funds Other Funds General Fund $351,906 $54,902 Special Revenue Fund 875 261,211 Capital Projects 1,072 915 Trust and Agency 5,195 42,020 TOTAL $359.048 $359.048",2062555,112
2062555_112_1,1536,1188,0.12349871,0.623425368,0.8829272,0.8079588,table,0.9301245,../data/bo767_bs16/2062555_112.jpg,0.1537778599999999,"The Bond Anticipation Notes recorded in the Capital Projects Fund are as follows: AMOUNT OUTSTANDING ORIGINAL ORIGINAL AT ISSUE INTEREST MATURITY AMOUNT DECEMBER 31, PURPOSE DATE RATE DATE OF ISSUE 2011 Water District #2 8/12/03 1.25 8/03/12 $55,000 $27,000 Improvement Whaley Lake Dam Project 10/30/08 1.09 10/26/12 250,000 133,000 Highway Improvements 12/09/08 1.09 10/26/12 230,000 110,000 Technology Project 12/29/10 1.50 12/28/12 70,000 56,000 Highway Pickup Truck 4/13/11 .73 4/13/12 34,000 34,000 TOTAL 684,000 360,000",2062555,112
2062555_112_4,1536,1188,0.13523449,0.2082285999999999,0.5296835,0.2964385,table,0.67046386,../data/bo767_bs16/2062555_112.jpg,0.07350825,"General Fund Accounts Receivable $109.889 $109,889",2062555,112
2062555_113_0,1536,1188,0.1364664,0.305209804,0.8850259,0.44647738,table,0.92812735,../data/bo767_bs16/2062555_113.jpg,0.1177229799999999,"Iollowing is a summary of changes in Long-TermDebt for the year ended December 31 2010. PAYABLE PAYABLE JANUARY 1, DECEMBER 31, 2011 INCREASE (DECREASE) 2011 Serial Bonds $6,665,000 $425,000 $ 6,240,000 TOTAL $6,665,000 $425,000) $6,240,000",2062555,113
2062555_113_1,1536,1188,0.12726559,0.4892649600000001,0.8865706,0.6688575,table,0.89832926,../data/bo767_bs16/2062555_113.jpg,0.1496604499999999,"Ondsrayable AMOUNT ORIGINAL OUTSTANDING: ISSUE INTEREST MATURITY AMOUNT OF DECEMBER 31, PURPOSE DATE RATE DATE ISSUE 2011 1.EFC Bond 3/15/98 Various 7/15/18 $235,000 $105,000 2. Serial Bonds Payable Sewer Improvement 12/1/92 6% 12/1/12 525,000 30,000 3. Serial Bond Lakeside 3/1/03 3.8303% 3/1/23 8,500,000 6,105,000 TOTAL BONDS PAYABLE $9.260.000 $6,240.000",2062555,113
2062555_113_4,1536,1188,0.12772587,0.7149484880000001,0.7114213,0.8894708,table,0.75071305,../data/bo767_bs16/2062555_113.jpg,0.1454352599999999,"The annual requirements to amortize bonded debt as of December 31.2 YEAR ENDING DECEMBER 31 PRINCIPAL INTEREST TOTAL 2012 445,000 237,805 682,805 2013 435,000 221,881 656,881 2014 450,000 202,138 652,138 2015 470,000 185,596 655,596 2016-2020 2,625,000 639,989 3,264,989 2020-2023 1,815,000 114,366 1,929,366 TOTAL $6,240,000 $1.601.775 $7.841.775",2062555,113
2062555_115_1,1536,1188,0.15886874,0.27493254,0.7251362,0.3823419,table,0.7431506,../data/bo767_bs16/2062555_115.jpg,0.0895078,"Total Assets (Excluding Fixed Assets $1.154.129 Total Liabilities 821.941 Total Venture Equity 332,188 Total Revenues 792.419 Total Expenditures 664.129 Total Fixed Assets $10.902.948",2062555,115
2062555_11_0,1536,1188,0.081867374,0.12112148,0.9029061,0.38495672,table,0.94733214,../data/bo767_bs16/2062555_11.jpg,0.2198626999999999,"(A) GENERAL Budget Summary Code Description 2011 EdpCode 2012 Appropriations App -General Government Support 1,090,652 A1999N 1,085,821 App-Public Safety 21,300 A3999N 28,960 App-Health 300,000 A4999N 300,000 App-Transportation 90,191 A5999N 86,574 App-Economic Assistance And Opportunity 11,650 A6999N 10,650 App-Culture And Recreation 474,517 A7999N 469,688 App-Home And Community Services 243,950 A8999N 245,148 App-Employee Benefits 614,442 A9199N 655,277 App-Debt Service 631,870 A9899N 631,870 TOTAL Appropriations 3,478,572 3,513,988 TOTAL Appropriations And Other Uses 3,478,572 3,513,988",2062555,11
2062555_12_0,1536,1188,0.081830576,0.1049985199999999,0.9239807,0.41857448,table,0.97115564,../data/bo767_bs16/2062555_12.jpg,0.2613133,"(B)GENERAL TOWN-OUTSIDE VG Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash In Time Deposits 379,272 B201 353,948 TOTAL Cash 379,272 353,948 Accounts Receivable 4,436 B380 10,640 TOTAL Other Receivables (net) 4,436 10,640 State & Federal Receivables B410 TOTAL State And Federal Aid Receivables 0 0 Due From Other Funds 268,698 B391 183,705 TOTAL Due From Other Funds 268,698 183,705 Due From Other Governments 3,233 B440 TOTAL Due From Other Governments 3,233 0 Prepaid Expenses 125 B480 4,822 TOTAL Prepaid Expenses 125 4,822 TOTAL Assets 655,764 553,115",2062555,12
2062555_13_0,1536,1188,0.0769458,0.0691747839999999,0.9639267,0.58963114,table,0.9720208,../data/bo767_bs16/2062555_13.jpg,0.43371363,"For the Fiscal Year Ending 2011 (B)GENERAL TOWN-OUTSIDE VG Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 6,911 B600 2,637 TOTAL Accounts Payable 6,911 2,637 Accrued Liabilities 4,815 B601 962 TOTAL Accrued Liabilities 4,815 962 Due To Other Funds 9,866 B630 TOTAL Due To Other Funds 9,866 0 Due To Other Governments 18,369 B631 14,064 TOTAL Due To Other Governments 18,369 14,064 TOTAL Liabilities 39,961 17,663 Not in Spendable Form B806 4,822 Must Remain Intact B807 TOTAL Nonspendable Fund Balance 0 4,822 Miscellaneous Reserve (specify) 186,200 B889 TOTAL Restricted Fund Balance 186,200 0 Committed Fund Balance B913 186,547 TOTAL Committed Fund Balance 0 186,547 Unreserved Fund Balance Appropriated 100,000 B910 Assigned Appropriated Fund Balance B914 100,000 Assigned Unappropriated Fund Balance B915 244,083 TOTAL Assigned Fund Balance 100,000 344,08 Unreserved Fund Balance Unappropriated 329,604 B911 TOTAL Unassigned Fund Balance 329,604 0 TOTAL Fund Equity 615,804 535.452 TOTAL Liabilities And Fund Equity 655,765 553,115",2062555,13
2062555_14_0,1536,1188,0.08614449,0.0840054,0.91926867,0.5165895,table,0.97416514,../data/bo767_bs16/2062555_14.jpg,0.36048675,"(B) GENERAL TOWN-OUTSIDE VG Results of Operation Code Description 2010 EdpCode 2011 Revenues Real Property Taxes 328,618 B1001 137,346 TOTAL Real Property Taxes 328,618 137,346 Franchises 13,587 B1170 14,763 TOTAL Non Property Tax Items 13,587 14,763 Zoning Fees 2,250 B2110 1,500 Planning Board Fees 9,720 B2115 4,995 TOTAL Departmental Income 11,970 6,495 Interest And Earnings 845 B2401 702 TOTAL Use of Money And Property 845 702 Building And Alteration Permits 91,664 B2555 89,323 Permits,Other 3,500 B2590 3,250 TOTAL Licenses And Permits 95,164 92,573 Refunds of Prior Year's Expenditures 4,223 B2701 TOTAL Miscellaneous Local Sources 4,223 0 St Aid, State Revenue Sharing 3,054 B3001 2,793 TOTAL State Ald 3,054 2,793 TOTAL Revenues 457,461 254,672 TOTAL Detall Revenues And Other Sources 457,461 254,672",2062555,14
2062555_15_0,1536,1188,0.07631456,0.0134744659999999,0.92063713,0.86319953,table,0.95493674,../data/bo767_bs16/2062555_15.jpg,0.7081042200000001,"TOWN OF Pawling Annual Update Document For the Fiscal Year Ending 2011 (B) GENERAL TOWN-OUTSIDE VG Results of Operation Code Description 2010 EdpCode 2011 Expenditures Payment of Mta Payroll Tax, Contr Expend 2,885 B19804 582 TOTAL Payment of Mta Payroll Tax 2,885 582 Other Gen Govt Support, Contr Expend 22,619 B19894 20,000 TOTAL Other Gen Govt Support 22,619 20,000 TOTAL General Government Support 25,504 20,582 Police,Pers Serv 10,990 B31201 21,469 Police,Equip & Cap Outlay B31202 Police,Contr Expend 9,075 B31204 6,386 TOTAL Police 20,065 27,855 Safety Inspection,Pers Serv 52,395 B36201 48,311 Safety Inspection,Equip & Cap Outlay B36202 570 Safety Inspection, Contr Expend 5,362 B36204 5,360 TOTAL Safety Inspection 57,757 54,241 TOTAL Public Safety 77,822 82,096 Registrar of Vital Statistics,Pers Serv 2,928 B40201 3,016 Registrar of Vital Stat Contr Expend 428 B40204 8,053 TOTAL Registrar of Vital Stat Contr Expend 3,356 11,069 TOTAL Health 3,356 11,069 Zoning,Pers Serv 36,721 B80101 46,591 Zoning,Equip & Cap Outlay B80102 Zoning,Contr Expend 2,399 B80104 2,249 TOTAL Zoning 39,120 48,840 Planning,Pers Serv 57,314 B80201 50,599 Planning,Equip & Cap Outlay B80202 Planning.Contr Expend 3,792 B80204 13,356 TOTAL Planning 61,106 63,955 Environmental Control,Pers Serv 10,639 B80901 7,213 Environmental Control, Contr Expend 4,213 B80904 18,840 TOTAL Environmental Control 14,852 26,053 TOTAL Home And Community Services 115,078 138,848 State Retirement, Empl Bnfts 18,369 B90108 14,064 Social Security,Empl Bnfts 12,990 B90308 13,216 Unemployment Insurance,Empl Bnfts 3,379 B90508 Hospital & Medical (dental) Ins,Empl Bnft 56,812 B90608 55,148 Other Employee Benefits (spec) B90898 TOTAL Employee Benefits 91,550 82,428 TOTAL Expenditures 313,310 335,023 TOTAL Detail Expenditures And Other Uses 313,310 335,023",2062555,15
2062555_16_0,1536,1188,0.08812525,0.126803984,0.93543345,0.28390586,table,0.9415072,../data/bo767_bs16/2062555_16.jpg,0.13091823,"(B)GENERALTOWN-OOTSIDE VG Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year 492,710 B8021 615,804 Prior Period Adj -Decrease In Fund Equity 21,057 B8015 Restated Fund Equity-Beg of Year 471,653 B8022 615,804 ADD-REVENUESANDOTHER SOURCES 457.461 254,672 DEDUCT-EXPENDITURES AND OTHER USES 313,310 335,023 Fund Equity-End of Year 615,804 B8029 535,453",2062555,16
2062555_17_0,1536,1188,0.07363075,0.1256143539999999,0.9006989,0.34719607,table,0.9600774,../data/bo767_bs16/2062555_17.jpg,0.18465143,"(B GENERAL TOWN-OUTSIDE VG Budget Summary Code Description 2011 EdpCode 2012 Estimated Revenues Est Rev-Real Property Taxes 137,346 B1049N 136,844 Est Rev-Non Property Tax Items 14,000 B1199N 14,500 Est Rev-Use of Money And Property 450 B2499N 375 Est Rev-Licenses And Permits 100,500 B2599N 106,000 Est Rev-State Aid 2,750 B3099N 2,750 TOTAL Estimated Revenues 255,046 260,469 Appropriated Fund Balance 100,000 B599N 100,000 TOTAL Estimated Other Sources 100,000 100,000 TOTAL Estimated Revenues And Other Sources 355,046 360,469",2062555,17
2062555_18_0,1536,1188,0.09108688,0.136039648,0.91211617,0.3201553,table,0.9517742,../data/bo767_bs16/2062555_18.jpg,0.1534297099999999,"B)GENERALTOWN-OUTSIDEVG Budget Summary Code Description 2011 EdpCode 2012 Appropriations App-General Government Support 20,000 B1999N 20,614 App-Public Safety 95,362 B3999N 99,012 App-Health 14,016 B4999N 11,076 App-Home And Community Services 146,778 B8999N 131,280 App-Employee Benefits 78,890 B9199N 98,487 TOTAL Approprlations 355,046 360,469 TOTAL Appropriations And Other Uses 355,046 360,469",2062555,18
2062555_19_0,1536,1188,0.084245354,0.120697536,0.94128215,0.2760342,table,0.93721944,../data/bo767_bs16/2062555_19.jpg,0.12944722,"Balance Sheet Code Description 2010 EdpCode 2011 Assets Due From Other Funds 9,405 CD391 TOTAL Due From Other Funds 9,405 Due From Other Governments 100,000 CD440 TOTAL Due From Other Governments 100,000 TOTAL Assets 109,405",2062555,19
2062555_20_0,1536,1188,0.08411581,0.1149428679999999,0.9635796,0.3794731,table,0.9623979,../data/bo767_bs16/2062555_20.jpg,0.22044186,"(CD) SPECIAL GRANT Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 42,816 CD600 TOTAL Accounts Payable 42,816 Retained Percentages, Cont Pay CD605 4,725 TOTAL Retained Percentages 0 4,725 Due To Other Funds 66,589 CD630 TOTAL Due To Other Funds 66,589 TOTAL Liabilities 109,405 4,725 Unassigned Fund Balance CD917 -4.725 TOTAL Unassigned Fund Balance 0 4,725 TOTAL Fund Equity 0 -4,725 TOTAL Liabilities And Fund Equity 109,405 0",2062555,20
2062555_21_0,1536,1188,0.08178276,0.111036846,0.9278299,0.38681313,table,0.9649618,../data/bo767_bs16/2062555_21.jpg,0.22981357,"CD)SPECIAL GRANT Results of Operation Code Description 2010 EdpCode 2011 Revenues Community Development Income CD2170 TOTAL Departmental Income Forfeitures of Deposits 9,405 CD2620 TOTAL Fines And Forfeltures 9,405 0 Unclassified (specify) CD2770 66,638 Additional Description Transfer -Parkland Trust TOTAL Miscellaneous Local Sources 0 66,638 Fed Aid, Community Development Act 100,000 CD4910 TOTAL Federal Aid 100,000 TOTAL Revenues 109,405 66,638 TOTAL Detall Revenues And Other Sources 109,405 66,638",2062555,21
2062555_22_0,1536,1188,0.09074329,0.132261266,0.92418,0.28602287,table,0.8615012,../data/bo767_bs16/2062555_22.jpg,0.1281346699999999,"Results of Operation Code Description 2010 EdpCode 2011 Expenditures Clearance,Demo.Rehab,Equip & Cap Outlay 109,405 CD86662 71,363 TOTAL Clearance 109,405 71,363 TOTAL Home And Community Services 109,405 71,363 TOTAL Expenditures 109,405 71,363 TOTAL Detall Expenditures And Other Uses 109,405 71,363",2062555,22
2062555_23_0,1536,1188,0.070011444,0.12625688,0.92786413,0.26679206,table,0.93678826,../data/bo767_bs16/2062555_23.jpg,0.1171126499999999,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year CD8021 Restated Fund Equity-Beg of Year CD8022 ADD-REVENUES AND OTHER SOURCES 109,405 66,638 DEDUCT-EXPENDITURES ANDOTHERUSES 109,405 71,363 Fund Equity-End of Year CD8029 -4,725",2062555,23
2062555_24_0,1536,1188,0.08650828,0.1288232399999999,0.92554986,0.2798238,table,0.9379244,../data/bo767_bs16/2062555_24.jpg,0.1258338,"(DA)HIGHWAY-TOWN-WIDE Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash 154,449 DA200 149,975 TOTAL Cash 154,449 149,975 Due From Other Funds DA391 TOTAL Due From Other Funds 0 0 TOTAL Assets 154,449 149,975",2062555,24
2062555_25_0,1536,1188,0.07929145,0.1131293059999999,0.96250385,0.38647223,table,0.9680263,../data/bo767_bs16/2062555_25.jpg,0.22778577,"(DA)HIGHWAY-TOWN-WIDE Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Due To Other Funds DA630 820 TOTAL Due To Other Funds - 820 TOTAL Liabilities 820 Unreserved Fund Balance Appropriated 31,543 DA910 Additional Description 00 Assigned Appropriated Fund Balance DA914 40,000 Assigned Unappropriated Fund Balance DA915 109,155 TOTAL Assigned Fund Balance 31,543 149,155 Unreserved Fund Balance Unappropriated 122,906 DA911 TOTAL Unassigned Fund Balance 122,906 TOTAL Fund Equlty 154,449 149,155 TOTAL Liabilities And Fund Equity 154,449 149,975",2062555,25
2062555_26_0,1536,1188,0.09088077,0.1131152239999999,0.9300316,0.3780452,table,0.9618805,../data/bo767_bs16/2062555_26.jpg,0.22077498,(DA)HIGHWAY-TOWN-WIDE Results of Operation Code Description 2010 EdpCode 2011 Revenues Real Property Taxes DA1001 TOTAL Real Property Taxes Interest And Earnings 305 DA2401 285 TOTAL Use of Money And Property 305 285 Insurance Recoveries DA2680 TOTAL Sale of Property And Compensation For Loss Unclassified (specify) DA2770 TOTAL Miscellaneous Local Sources 0 0 TOTAL Revenues 305 285 TOTAL Detail Revenues And Other Sources 305 285,2062555,26
2062555_27_0,1536,1188,0.07175407,0.1134741159999999,0.9203768,0.37103188,table,0.9643917,../data/bo767_bs16/2062555_27.jpg,0.21463147,"(DA) HIGHWAY-TOWN-WIDE Results of Operation Code Description 2010 EdpCode 2011 Expenditures Maint of Bridges,Pers Serv DA51201 Maint of Bridges, Contr Expend 879 DA51204 5,579 TOTAL Maint of Bridges 879 5,579 TOTAL Transportation 879 5,579 State Retirement, Empl Bnfts DA90108 Social Security.Empl Bnfts DA90308 TOTAL Employee Benefits 0 0 TOTAL Expenditures 879 5,579 TOTAL Detall Expenditures And Other Uses 879 5,579",2062555,27
2062555_28_0,1536,1188,0.09046466,0.131886254,0.93012315,0.26986793,table,0.92365,../data/bo767_bs16/2062555_28.jpg,0.1149847299999999,"Changes in Fund Equity Code Description 2010 EdpCode 2011. ANALYSIS OF CHANGES IN FUNDEQUITY Fund Equity-Beginning of Year 155,023 DA8021 154,449 Restated Fund Equity-Beg of Year 155,023 DA8022 154,449 ADD-REVENUESAND OTHER SOURCES 305 285 DEDUCT-EXPENDITURESAND OTHERUSES 879 5,579 Fund Equity-End of Year 154,449 DA8029 149,155",2062555,28
2062555_29_0,1536,1188,0.06701394,0.139312976,0.90086883,0.3027851,table,0.9613639,../data/bo767_bs16/2062555_29.jpg,0.1362267699999999,"(DA)HIGHWAY-TOWN-WIDE Budget Summary Code Description 2011 EdpCode 2012 Estimated Revenues Est Rev-Real Property Taxes 0 DA1049N Est Rev-Use of Money And Property 300 DA2499N 300 TOTAL Estimated Revenues 300 300 Appropriated Fund Balance 31,543 DA599N 40,000 TOTAL Estimated Other Sources 31,543 40,000 TOTAL Estimated Revenues And Other Sources 31,843 40,300",2062555,29
2062555_2_0,1536,1188,0.08873371,0.087210308,0.92714506,0.460706,table,0.97161275,../data/bo767_bs16/2062555_2.jpg,0.31124641,"(A) GENERAL Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash In Time Deposits 495,615 A201 486,216 Petty Cash 225 A210 225 TOTAL Cash 495,840 486,441 Accounts Receivable 58,336 A380 99,249 TOTAL Other Receivables (net) 58,336 99,249 State &Federal,Other 68,942 A410 54,423 TOTAL State And Federal Ald Receivables 68,942 54,423 Due From Other Funds 234,912 A391 168,201 TOTAL Due From Other Funds 234,912 168,201 Due From Other Governments 51,486 A440 61,139 TOTAL Due From Other Governments 51,486 61,139 Inventory 8,412 A445 12,674 TOTAL Inventories 8,412 12,674 Prepaid Expenses 14,108 A480 43,914 TOTAL Prepaid Expenses 14,108 43,914 TOTAL Assets 932,036 926,041",2062555,2
2062555_30_0,1536,1188,0.08802664,0.143728252,0.91209805,0.2683471,table,0.9446205,../data/bo767_bs16/2062555_30.jpg,0.10384904,"Budget Summary Code Description 2011 EdpCode 2012 Appropriations App-Transportation 30,631 DA5999N 39,082 App-Employee Benefits 1,212 DA9199N 1,218 TOTAL Approprlations 31,843 40,300 TOTAL Appropriations And Other Uses 31,843 40,300",2062555,30
2062555_31_0,1536,1188,0.08078986,0.102092124,0.9306425,0.41590098,table,0.9668642,../data/bo767_bs16/2062555_31.jpg,0.2615073799999999,"(DB) HIGHWAY-PART-TOWN Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash In Time Deposits 297,394 DB201 383,491 TOTAL Cash 297,394 383,491 Accounts Receivable DB380 TOTAL Other Receivables (net) 0 0 State & Federal Receivables DB410 TOTAL State And Federal Aid Receivables 0 Due From Other Governments 233,019 DB440 50,280 TOTAL Due From Other Governments 233,019 50,280 Inventory of Materials & Supplies 37,655 DB445 42,966 TOTAL Inventories 37,655 42,966 Prepaid Expenses DB480 14,046 TOTAL Prepaid Expenses 0 14,046 TOTAL Assets 568,068 490,783",2062555,31
2062555_32_0,1536,1188,0.08996667,0.09484216,0.96623707,0.4762117,table,0.969998,../data/bo767_bs16/2062555_32.jpg,0.31780795,"(DB) HIGHWAY-PART-TOWN Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 274,018 DB600 6,713 TOTAL Accounts Payable 274,018 6,713 Accrued Liabilities 29,990 DB601 6,869 TOTAL Accrued Liabilities 29,990 6,869 Due To Other Funds 242,398 DB630 242,430 TOTAL Due To Other Funds 242,398 242,430 Due To Other Governments 42,861 DB631 52,740 TOTAL Due To Other Governments 42,861 52,740 TOTAL Liabilities 589,267 308,752 Not in Spendable Form DB806 91,512 TOTAL Nonspendable Fund Balance 0 91,512 Assigned Unappropriated Fund Balance DB915 90,519 TOTAL Assigned Fund Balance 0 90,519 Unreserved Fund Balance Unappropriated -21,199 DB911 TOTAL Unassigned Fund Balance -21,199 0 TOTAL Fund Equity -21,199 182,031 TOTAL Liabilities And Fund Equity 568,068 490,783",2062555,32
2062555_33_0,1536,1188,0.07337801,0.04805706,0.9169059,0.6725373,table,0.9592719,../data/bo767_bs16/2062555_33.jpg,0.5204002,"TOWNOFPawling Annual Update Document For the Fiscal Year Ending 2011 (DB)HIGHWAY-PART-TOWN Results of Operation Code Description 2010 EdpCode 2011 Revenues Real Property Taxes 864,768 DB1001 1,072,593 TOTAL Real Property Taxes 864,768 1,072,593 Sales Tax (from County) 154,912 DB1120 173,651 TOTAL Non Property Tax Items 154,912 173,651 Transportation Services, Other Govts 45,691 DB2300 44,633 TOTAL Intergovernmental Charges 45,691 44,633 Interest And Earnings 1,127 DB2401 1,235 TOTAL Use of Money And Property 1,127 1,235 Sales of Equipment 4,608 DB2665 Insurance Recoveries 1,648 DB2680 TOTAL Sale of Property And Compensation For Loss 6,256 0 Refunds of Prior Year's Expenditures 7,863 DB2701 1,698 Unclassified (specify) DB2770 832 Additional Description Reimb. Current Year Exp TOTAL Miscellaneous Local Sources 7,863 2,530 St Aid.Consolidated Highway Aid 184.453 DB3501 40,000 St Aid Multi-Modal Transp Program DB3505 TOTAL State Ald 184,453 40,000 Fed Aid, Emergency Disaster Assistance DB4960 53,959 TOTAL Federal Aid 0 53,959 TOTAL Revenues 1,265,070 1,388,601 Interfund Transfers DB5031 TOTAL Interfund Transfers 0 Bond Anticipation Notes DB5730 TOTAL Proceeds of Obligations 0 TOTAL Other Sources 0 TOTAL Detail Revenues And Other Sources 1,265,070 1,388,601",2062555,33
2062555_34_0,1536,1188,0.08294289,0.0265024839999999,0.92272466,0.8024647,table,0.9649978,../data/bo767_bs16/2062555_34.jpg,0.6466351800000001,"TOWN OF Pawling Annual Update Document For the Fiscal Year Ending 2011 (DB)HIGHWAY-PART-TOWN Results of Operation Code Description 2010 EdpCode 2011 Expenditures Payment of Mta Payroll Tax.Contr Expend DB19804 1,309 TOTAL Payment of Mta Payroll Tax - 1,309 TOTAL General Government Support 0 1,309 Maint of Streets, Pers Serv 179,140 DB51101 179,377 Maint of Streets, Contr Expend 89,028 DB51104 99,910 TOTAL Maint of Streets 268,168 279,287 Perm Improve Highway,Equip & Cap Outlay 276,779 DB51122 137,060 TOTAL Perm Improve Highway 276,779 137,060 Machinery.Pers Serv 38,189 DB51301 40,680 Machinery,Equip &Cap Outlay 7,599 DB51302 1,500 Machinery.Contr Expend 34,370 DB51304 41,262 TOTAL Machinery 80,158 83,442 Brush And Weeds,Pers Serv 7,508 DB51401 15,383 Brush And Weeds, Contr Expend 2,779 DB51404 2,774 TOTAL Brush And Weeds 10,287 18,157 Snow Removal,Pers Serv 108,151 DB51421 132,726 Snow Removal,Contr Expend 163,085 DB51424 162,153 TOTAL Snow Removal 271,236 294,879 Services,other Govts,Pers Serv 36,705 DB51481 37,122 TOTAL Services 36,705 37,122 TOTAL Transportation 943,333 849,947 State Retirement, Empl Bnfts 42,861 DB90108 52,740 Social Security,Empl Bnfts 28,286 DB90308 31,550 Unemployment Insurance,Empl Bnfts 10,530 DB90508 Hospital & Medical (dental) Ins,Empl Bnft 141,417 DB90608 188,550 TOTAL Employee Benefits 223,094 272,840 Debt Principal, Bond Anticipation Notes 60,000 DB97306 60,000 TOTAL Debt Principal 60,000 60,000 Debt Interest,Bond Anticipation Notes 2,543 DB97307 1,275 TOTAL Debt Interest 2,543 1,275 TOTAL Expenditures 1,228,970 1,185,371 TOTAL Detall Expenditures And Other Uses 1,228,970 1,185,371",2062555,34
2062555_35_0,1536,1188,0.076835014,0.128839992,0.93165934,0.2676264,table,0.95172846,../data/bo767_bs16/2062555_35.jpg,0.11565534,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year -57,299 DB8021 -21,199 Restated Fund Equity-Beg of Year -57,299 DB8022 -21,199 ADD-REVENUESAND OTHER SOURCES 1,265,070 1,388,601 DEDUCT-EXPENDITURES ANDOTHER USES 1,228,970 1,185,371 Fund Equity-End of Year -21,199 DB8029 182,031",2062555,35
